country,country_code,year,adult_literacy_rate,youth_literacy_male,youth_literacy_female,region
Europe and Central Asia (WB),,2010,97.89465,99.559,99.38538,
Europe and Central Asia (WB),,2011,98.03516,99.59864,99.46198,
Europe and Central Asia (WB),,2012,98.13266,99.62316,99.51233,
Europe and Central Asia (WB),,2013,98.19623,99.64314,99.5471,
Europe and Central Asia (WB),,2014,98.23871,99.66125,99.57678,
Europe and Central Asia (WB),,2015,98.28185,99.66372,99.6026,
Europe and Central Asia (WB),,2016,98.33891,99.67653,99.6327,
Europe and Central Asia (WB),,2017,98.41798,99.68803,99.67333,
Europe and Central Asia (WB),,2018,98.50179,99.73709,99.71808,
Europe and Central Asia (WB),,2019,98.56401,99.74954,99.74016,
Europe and Central Asia (WB),,2020,98.60383,99.73968,99.75049,
Europe and Central Asia (WB),,2021,98.64628,99.75074,99.75854,
Europe and Central Asia (WB),,2022,98.66442,99.75511,99.76337,
Europe and Central Asia (WB),,2023,98.68871,99.75977,99.76482,
Europe and Northern America (SDG),,2002,,99.47237,99.50273,
Europe and Northern America (SDG),,2003,97.8978,99.48047,99.5103,
Europe and Northern America (SDG),,2004,97.95613,99.4866,99.51708,
Europe and Northern America (SDG),,2005,98.00925,99.49365,99.51734,
Europe and Northern America (SDG),,2006,98.077,99.50642,99.51924,
Europe and Northern America (SDG),,2007,,99.5034,99.52847,
Europe and Northern America (SDG),,2018,98.61607,99.66694,99.63965,
Europe and Northern America (SDG),,2019,98.64308,99.67549,99.64386,
Europe and Northern America (SDG),,2020,98.66912,99.66568,99.64667,
Europe and Northern America (SDG),,2021,98.69566,99.67509,99.64984,
Europe and Northern America (SDG),,2022,98.70273,99.67989,99.65033,
Fiji,FJI,2021,,96.11,99.41343,Oceania
Gabon,GAB,1993,72.0,94.0,92.0,Africa
Gabon,GAB,2012,,94.88,93.77,Africa
Gabon,GAB,2021,88.85834,94.95532,93.04062,Africa
Gambia,GMB,2000,37.0,64.0,41.0,Africa
Gambia,GMB,2013,,78.39,65.85,Africa
Gambia,GMB,2015,51.0,71.0,64.0,Africa
Gambia,GMB,2018,53.1602,74.97817,67.01137,Africa
Gambia,GMB,2021,51.6374,72.01779,62.55218,Africa
Georgia,GEO,2002,100.0,100.0,100.0,Asia
Georgia,GEO,2014,100.0,100.0,100.0,Asia
Georgia,GEO,2017,99.0,100.0,99.0,Asia
Georgia,GEO,2018,99.65366,99.9046,99.94143,Asia
Georgia,GEO,2022,100.0,100.0,100.0,Asia
Georgia,GEO,2023,99.55547,98.88482,99.8423,Asia
Ghana,GHA,2000,58.0,76.0,65.0,Africa
Ghana,GHA,2003,,84.77,73.05,Africa
Ghana,GHA,2010,71.0,88.0,83.0,Africa
Ghana,GHA,2014,,91.17,83.65,Africa
Ghana,GHA,2017,64.49239,89.77029,85.2477,Africa
Ghana,GHA,2021,76.48568,91.73803,91.30476,Africa
Greece,GRC,1991,93.0,99.0,99.0,Europe
Greece,GRC,2001,96.0,99.0,99.0,Europe
Greece,GRC,2009,94.0,100.0,99.0,Europe
Guam,GUM,1990,99.0,100.0,100.0,Oceania
Guatemala,GTM,1994,64.0,82.0,71.0,North America
Guatemala,GTM,2000,,87.7,76.3,North America
Guatemala,GTM,2002,69.0,86.0,78.0,North America
Guatemala,GTM,2006,,91.4,84.8,North America
Guatemala,GTM,2012,78.0,95.0,92.0,North America
Guatemala,GTM,2013,77.0,94.0,90.0,North America
Guatemala,GTM,2014,81.0,94.9,91.9,North America
Guatemala,GTM,2015,80.19509,96.67467,93.61574,North America
Guatemala,GTM,2018,81.0,95.0,94.0,North America
Guatemala,GTM,2022,83.03117,95.85535,94.21057,North America
Guatemala,GTM,2023,,97.3,96.7,North America
Guinea,GIN,1996,21.0,44.0,13.0,Africa
Guinea,GIN,2003,30.0,59.0,34.0,Africa
Guinea,GIN,2005,,64.19,24.12,Africa
Guinea,GIN,2010,25.0,38.0,22.0,Africa
Guinea,GIN,2012,,71.69,37.24,Africa
Guinea,GIN,2014,32.0,57.0,37.0,Africa
Guinea,GIN,2018,40.0,70.0,43.0,Africa
Guinea-Bissau,GNB,2000,41.0,75.0,46.0,Africa
Guinea-Bissau,GNB,2019,54.88232,81.83359,68.58931,Africa
Guinea-Bissau,GNB,2022,63.93413,86.19711,78.26567,Africa
Guyana,GUY,2009,,95.71,95.91,South America
Guyana,GUY,2020,85.63835,99.26508,99.02955,South America
Haiti,HTI,2003,59.0,83.0,81.0,North America
Haiti,HTI,2012,,86.55,84.3,North America
Haiti,HTI,2017,68.00986,88.38471,89.32992,North America
High-income countries,,2004,,98.8447,98.70911,
High-income countries,,2005,,98.89156,98.75847,
High-income countries,,2020,,99.22166,99.28018,
High-income countries,,2021,,99.27138,99.30231,
Honduras,HND,2001,80.0,89.7,92.7,North America
Honduras,HND,2004,,90.2,91.5,North America
Honduras,HND,2005,,89.9,93.6,North America
Honduras,HND,2007,84.0,93.0,95.0,North America
Honduras,HND,2009,,92.6,95.2,North America
Honduras,HND,2010,85.0,94.4,95.9,North America
Honduras,HND,2011,85.0,94.9,96.9,North America
Honduras,HND,2012,85.0,94.0,96.0,North America
Honduras,HND,2013,85.0,93.9,96.3,North America
Honduras,HND,2014,87.0,95.0,96.3,North America
Honduras,HND,2015,88.0,95.0,97.0,North America
Honduras,HND,2016,89.0,94.9,97.2,North America
Honduras,HND,2018,87.0,94.9,98.2,North America
Honduras,HND,2019,89.0,94.8,97.3,North America
Honduras,HND,2023,,94.6,96.5,North America
India,IND,1991,48.0,74.0,49.0,Asia
India,IND,2001,61.0,84.0,68.0,Asia
India,IND,2006,63.0,88.0,74.0,Asia
India,IND,2011,69.0,90.0,82.0,Asia
India,IND,2016,,93.55494,86.73757,Asia
India,IND,2020,,99.07,90.95,Asia
India,IND,2022,76.0,97.0,96.0,Asia
India,IND,2023,82.0,98.0,96.0,Asia
Indonesia,IDN,1990,82.0,97.0,95.0,Asia
Indonesia,IDN,2004,90.0,99.0,99.0,Asia
Indonesia,IDN,2006,92.0,97.0,96.0,Asia
Indonesia,IDN,2008,92.0,100.0,99.0,Asia
Indonesia,IDN,2009,93.0,100.0,99.0,Asia
Indonesia,IDN,2011,93.0,99.0,99.0,Asia
Indonesia,IDN,2014,95.0,100.0,100.0,Asia
Indonesia,IDN,2015,95.0,100.0,100.0,Asia
Indonesia,IDN,2016,95.0,100.0,100.0,Asia
Indonesia,IDN,2017,,99.93,99.29,Asia
Indonesia,IDN,2018,96.0,100.0,100.0,Asia
Indonesia,IDN,2020,96.0,100.0,100.0,Asia
Indonesia,IDN,2022,,92.91,94.72,Asia
Iran,IRN,1991,66.0,92.0,81.0,Asia
Iran,IRN,1996,73.0,96.0,91.0,Asia
Iran,IRN,2002,77.0,,,
Iran,IRN,2005,82.0,98.0,97.0,Asia
Iran,IRN,2006,82.0,97.0,96.0,Asia
Iran,IRN,2008,83.0,98.0,97.0,Asia
Iran,IRN,2012,84.0,98.0,98.0,Asia
Iran,IRN,2013,85.0,98.0,97.0,Asia
Iran,IRN,2014,85.0,98.0,98.0,Asia
Iran,IRN,2016,86.0,98.0,98.0,Asia
Iraq,IRQ,2000,74.0,89.0,80.0,Asia
Iraq,IRQ,2012,77.0,87.0,79.0,Asia
Iraq,IRQ,2014,82.0,92.0,86.0,Asia
Iraq,IRQ,2016,83.0,93.0,88.0,Asia
Iraq,IRQ,2017,86.0,95.0,92.0,Asia
Italy,ITA,2001,98.0,100.0,100.0,Europe
Italy,ITA,2011,99.0,100.0,100.0,Europe
Italy,ITA,2019,99.0,100.0,100.0,Europe
Jamaica,JAM,1999,80.0,87.0,96.0,North America
Jamaica,JAM,2022,,88.23,99.29619,North America
Jordan,JOR,2003,90.0,99.0,99.0,Asia
Jordan,JOR,2005,91.0,99.0,99.0,Asia
Jordan,JOR,2007,92.0,99.0,99.0,Asia
Jordan,JOR,2010,93.0,99.0,99.0,Asia
Jordan,JOR,2011,96.0,99.0,99.0,Asia
Jordan,JOR,2012,98.0,99.0,99.0,Asia
Jordan,JOR,2018,95.43145,97.42178,95.90284,Asia
Jordan,JOR,2023,95.0,99.0,99.0,Asia
Kazakhstan,KAZ,1999,100.0,100.0,100.0,Asia
Kazakhstan,KAZ,2009,100.0,100.0,100.0,Asia
Kenya,KEN,2000,82.0,93.0,92.0,Africa
Kenya,KEN,2014,,94.02,92.31,Africa
Kenya,KEN,2022,,96.14752,95.28072,Africa
Kiribati,KIR,2018,97.95971,95.83073,98.50159,Oceania
Kuwait,KWT,1995,78.0,94.0,90.0,Asia
Kuwait,KWT,2005,93.0,100.0,100.0,Asia
Kuwait,KWT,2006,93.0,99.0,98.0,Asia
Kuwait,KWT,2007,94.0,98.0,99.0,Asia
Kuwait,KWT,2008,94.0,99.0,99.0,Asia
Kuwait,KWT,2010,94.0,99.0,99.0,Asia
Kuwait,KWT,2012,96.0,99.0,99.0,Asia
Kuwait,KWT,2013,96.0,99.0,99.0,Asia
Kuwait,KWT,2015,96.0,99.0,99.0,Asia
Kuwait,KWT,2017,96.0,99.0,99.0,Asia
Kuwait,KWT,2018,96.0,99.0,100.0,Asia
Kuwait,KWT,2020,96.0,99.0,100.0,Asia
Kyrgyzstan,KGZ,1999,99.0,100.0,100.0,Asia
Kyrgyzstan,KGZ,2009,99.0,100.0,100.0,Asia
Laos,LAO,1995,60.0,79.0,64.0,Asia
Laos,LAO,2000,70.0,88.0,74.0,Asia
Laos,LAO,2001,69.0,83.0,75.0,Asia
Laos,LAO,2005,73.0,89.0,79.0,Asia
Laos,LAO,2015,85.0,94.0,91.0,Asia
Laos,LAO,2017,,91.20028,84.4665,Asia
Latin America and Caribbean (WB),,1990,84.46787,89.62017,92.22177,
Latin America and Caribbean (WB),,1991,85.06639,90.36628,92.7117,
Latin America and Caribbean (WB),,1992,85.66554,91.10965,93.19154,
Latin America and Caribbean (WB),,1993,86.25491,91.85488,93.63161,
Latin America and Caribbean (WB),,1994,86.83326,92.59584,94.06351,
Latin America and Caribbean (WB),,1995,87.40622,93.34082,94.48672,
Latin America and Caribbean (WB),,1996,87.77912,93.67079,94.78791,
Latin America and Caribbean (WB),,1997,88.04446,93.85517,94.84745,
Latin America and Caribbean (WB),,1998,88.39903,94.119,95.06855,
Latin America and Caribbean (WB),,1999,88.71655,94.31359,95.3088,
Latin America and Caribbean (WB),,2000,89.01666,94.49998,95.52891,
Latin America and Caribbean (WB),,2001,89.17575,94.66916,95.67047,
Latin America and Caribbean (WB),,2002,89.44306,95.12653,96.00816,
Latin America and Caribbean (WB),,2003,90.0959,95.97106,96.6719,
Latin America and Caribbean (WB),,2004,90.37227,96.02989,96.85742,
Latin America and Caribbean (WB),,2005,90.33941,96.22208,97.04138,
Latin America and Caribbean (WB),,2006,90.54231,96.45865,97.0112,
Latin America and Caribbean (WB),,2007,91.39063,96.67873,97.20545,
Latin America and Caribbean (WB),,2008,91.68934,96.89331,97.37636,
Latin America and Caribbean (WB),,2009,91.86467,97.12293,97.56849,
Latin America and Caribbean (WB),,2010,91.78517,96.99602,97.63176,
Latin America and Caribbean (WB),,2011,92.49057,97.45808,98.0236,
Latin America and Caribbean (WB),,2012,92.79948,97.6563,98.15077,
Latin America and Caribbean (WB),,2013,92.78406,97.62371,98.11869,
Latin America and Caribbean (WB),,2014,93.28205,97.99299,98.40585,
Latin America and Caribbean (WB),,2015,93.42686,98.05344,98.47674,
Latin America and Caribbean (WB),,2016,93.86832,98.18215,98.59893,
Latin America and Caribbean (WB),,2017,93.89947,98.19944,98.55822,
Latin America and Caribbean (WB),,2018,94.08591,98.28612,98.63194,
Latin America and Caribbean (WB),,2019,94.25567,98.33218,98.67044,
Latin America and Caribbean (WB),,2020,94.31331,98.32484,98.66679,
Latin America and Caribbean (WB),,2021,94.49382,98.37138,98.72587,
Latin America and Caribbean (WB),,2022,94.64692,98.43216,98.77126,
Latin America and Caribbean (WB),,2023,94.79001,98.45885,98.80875,
Latin America and the Caribbean (SDG),,1990,84.4682,89.6204,92.22191,
Latin America and the Caribbean (SDG),,1991,85.0667,90.36647,92.71183,
Latin America and the Caribbean (SDG),,1992,85.66582,91.10981,93.19165,
Latin America and the Caribbean (SDG),,1993,86.25516,91.85501,93.63171,
Latin America and the Caribbean (SDG),,1994,86.83348,92.59595,94.06359,
Latin America and the Caribbean (SDG),,1995,87.40642,93.34091,94.48679,
Latin America and the Caribbean (SDG),,1996,87.77931,93.67088,94.78797,
Latin America and the Caribbean (SDG),,1997,88.04464,93.85525,94.84751,
Latin America and the Caribbean (SDG),,1998,88.3992,94.11908,95.06861,
Latin America and the Caribbean (SDG),,1999,88.71671,94.31367,95.30886,
Latin America and the Caribbean (SDG),,2000,89.01682,94.50005,95.52896,
Latin America and the Caribbean (SDG),,2001,89.17591,94.66923,95.67052,
Latin America and the Caribbean (SDG),,2002,89.44321,95.1266,96.00821,
Latin America and the Caribbean (SDG),,2003,90.09602,95.97111,96.67193,
Latin America and the Caribbean (SDG),,2004,90.37239,96.02994,96.85745,
Latin America and the Caribbean (SDG),,2005,90.33953,96.22213,97.04141,
Latin America and the Caribbean (SDG),,2006,90.54242,96.45869,97.01123,
Latin America and the Caribbean (SDG),,2007,91.39071,96.67877,97.20547,
Latin America and the Caribbean (SDG),,2008,91.68941,96.89334,97.37639,
Latin America and the Caribbean (SDG),,2009,91.86474,97.12295,97.56851,
Latin America and the Caribbean (SDG),,2010,91.78525,96.99604,97.63178,
Latin America and the Caribbean (SDG),,2011,92.49063,97.4581,98.02361,
Latin America and the Caribbean (SDG),,2012,92.79953,97.65631,98.15077,
Latin America and the Caribbean (SDG),,2013,92.78411,97.62372,98.11869,
Latin America and the Caribbean (SDG),,2014,93.28208,97.99299,98.40585,
Latin America and the Caribbean (SDG),,2015,93.42689,98.05344,98.47674,
Latin America and the Caribbean (SDG),,2016,93.86834,98.18215,98.59892,
Latin America and the Caribbean (SDG),,2017,93.89949,98.19944,98.55821,
Latin America and the Caribbean (SDG),,2018,94.08592,98.28611,98.63194,
Latin America and the Caribbean (SDG),,2019,94.25568,98.33217,98.67043,
Latin America and the Caribbean (SDG),,2020,94.31331,98.32483,98.66678,
Latin America and the Caribbean (SDG),,2021,94.49382,98.37138,98.72585,
Latin America and the Caribbean (SDG),,2022,94.64692,98.43215,98.77125,
Latin America and the Caribbean (SDG),,2023,94.79,98.45884,98.80874,
Latvia,LVA,2000,100.0,100.0,100.0,Europe
Latvia,LVA,2011,100.0,100.0,100.0,Europe
Lebanon,LBN,2007,90.0,98.0,99.0,Asia
Lebanon,LBN,2009,91.0,99.0,99.0,Asia
Lebanon,LBN,2018,93.0,98.0,96.0,Asia
Lesotho,LSO,2000,86.0,85.0,97.0,Africa
Lesotho,LSO,2006,66.0,66.0,85.0,Africa
Lesotho,LSO,2009,,82.23,94.25,Africa
Lesotho,LSO,2014,,87.37,96.52,Africa
Lesotho,LSO,2016,97.0,97.0,100.0,Africa
Lesotho,LSO,2018,86.24087,92.35318,98.26914,Africa
Liberia,LBR,2007,,77.33,51.49,Africa
Liberia,LBR,2013,,83.75,63.2,Africa
Lithuania,LTU,2001,100.0,100.0,100.0,Europe
Lithuania,LTU,2011,100.0,100.0,100.0,Europe
Low-income countries,,1990,47.39165,67.07243,49.3418,
Low-income countries,,1991,47.6823,66.51073,49.06629,
Low-income countries,,1992,47.82185,65.81742,48.62732,
Low-income countries,,1993,48.03085,65.46683,48.67551,
Low-income countries,,1994,48.31109,65.2399,48.86828,
Low-income countries,,1995,48.676,65.38342,49.07685,
Low-income countries,,1996,49.04267,65.14389,49.51929,
Low-income countries,,1997,49.73331,65.1523,50.22734,
Low-income countries,,1998,50.43019,65.44507,50.86919,
Low-income countries,,1999,50.97881,65.61281,51.3748,
Low-income countries,,2000,51.39866,65.38389,52.02636,
Low-income countries,,2001,52.04716,65.59562,52.93063,
Low-income countries,,2002,52.7164,69.68612,53.16253,
Low-income countries,,2003,53.11349,69.71195,53.98688,
Low-income countries,,2004,53.58198,70.33244,54.67853,
Low-income countries,,2005,53.99721,70.52606,55.26611,
Low-income countries,,2006,52.1799,69.59228,53.09764,
Low-income countries,,2007,53.41816,70.68146,55.32036,
Low-income countries,,2008,54.31401,71.80143,56.8147,
Low-income countries,,2009,54.82347,72.47431,57.81614,
Low-income countries,,2010,55.31973,72.70415,59.04808,
Low-income countries,,2011,57.35872,74.51943,62.78945,
Low-income countries,,2012,57.80881,75.36368,63.71834,
Low-income countries,,2013,58.65501,76.16065,65.1674,
Low-income countries,,2014,59.07083,76.44838,65.83823,
Low-income countries,,2015,59.74246,76.84152,67.00946,
Low-income countries,,2016,60.4267,77.04158,68.24464,
Low-income countries,,2017,61.48362,77.66572,69.65888,
Low-income countries,,2018,61.45404,77.19465,69.14331,
Low-income countries,,2019,61.52847,77.0154,69.56879,
Low-income countries,,2020,61.69004,77.10644,69.91852,
Low-income countries,,2021,62.18141,77.44955,70.70328,
Low-income countries,,2022,62.63246,77.73687,71.45326,
Low-income countries,,2023,63.03853,77.95494,72.08086,
Lower-middle-income countries,,1990,52.8069,73.60304,55.96173,
Lower-middle-income countries,,1991,53.51564,74.23516,57.30085,
Lower-middle-income countries,,1992,54.40485,75.3428,58.55427,
Lower-middle-income countries,,1993,55.26998,76.36027,59.53925,
Lower-middle-income countries,,1994,56.08274,77.01993,60.99908,
Lower-middle-income countries,,1995,56.85776,77.54648,62.32745,
Lower-middle-income countries,,1996,57.63437,78.18687,63.6672,
Lower-middle-income countries,,1997,58.41293,78.73385,64.86258,
Lower-middle-income countries,,1998,61.84885,81.56189,66.68379,
Lower-middle-income countries,,1999,62.59148,82.18743,68.19439,
Lower-middle-income countries,,2000,62.80231,82.35816,68.52399,
Lower-middle-income countries,,2001,63.52992,82.72581,69.86881,
Lower-middle-income countries,,2002,64.24833,83.10958,71.17077,
Lower-middle-income countries,,2003,65.29472,84.08785,72.1694,
Lower-middle-income countries,,2004,65.99687,84.42356,73.45158,
Lower-middle-income countries,,2005,65.78602,85.40766,73.48987,
Lower-middle-income countries,,2006,65.76852,84.59039,74.40537,
Lower-middle-income countries,,2007,66.29194,84.82232,75.41736,
Lower-middle-income countries,,2008,66.94372,85.33198,76.5123,
Lower-middle-income countries,,2009,67.63524,85.69521,77.57317,
Lower-middle-income countries,,2010,69.50833,86.90514,78.85166,
Lower-middle-income countries,,2011,69.80986,86.92319,79.65332,
Lower-middle-income countries,,2012,70.25576,87.54859,80.83657,
Lower-middle-income countries,,2013,71.1596,88.4973,82.33047,
Lower-middle-income countries,,2014,71.89687,88.8433,83.46157,
Lower-middle-income countries,,2015,72.98467,89.40439,84.5999,
Lower-middle-income countries,,2016,73.734,89.7792,85.41834,
Lower-middle-income countries,,2017,74.26711,90.19085,85.98297,
Lower-middle-income countries,,2018,75.07314,90.54972,86.56847,
Lower-middle-income countries,,2019,75.24551,92.6157,88.42201,
Lower-middle-income countries,,2020,75.8803,92.83811,88.91847,
Lower-middle-income countries,,2021,76.48823,93.04316,89.37158,
Lower-middle-income countries,,2022,77.08264,93.21588,89.82658,
Lower-middle-income countries,,2023,77.63182,93.37012,90.20733,
Macao,MAC,2001,91.0,99.0,100.0,Asia
Macao,MAC,2006,93.0,100.0,100.0,Asia
Macao,MAC,2011,96.0,100.0,100.0,Asia
Macao,MAC,2016,97.0,100.0,100.0,Asia
Madagascar,MDG,2000,71.0,73.0,68.0,Africa
Madagascar,MDG,2005,59.0,59.0,56.0,Africa
Madagascar,MDG,2012,72.0,78.0,75.0,Africa
Madagascar,MDG,2018,77.0,81.0,79.0,Africa
Madagascar,MDG,2021,74.68614,82.52617,82.23735,Africa
Malawi,MWI,1998,64.0,82.0,71.0,Africa
Malawi,MWI,2020,70.15227,81.30133,80.14176,Africa
Malaysia,MYS,1991,83.0,96.0,95.0,Asia
Malaysia,MYS,2000,89.0,97.0,97.0,Asia
Malaysia,MYS,2010,93.0,98.0,98.0,Asia
Malaysia,MYS,2016,95.0,97.0,98.0,Asia
Malaysia,MYS,2017,95.0,97.0,97.0,Asia
Malaysia,MYS,2018,95.0,97.0,97.0,Asia
Malaysia,MYS,2019,95.0,97.0,97.0,Asia
Malaysia,MYS,2022,96.0,99.0,98.0,Asia
Maldives,MDV,1990,96.0,98.0,98.0,Asia
Maldives,MDV,1995,96.0,98.0,98.0,Asia
Maldives,MDV,2000,96.0,98.0,98.0,Asia
Maldives,MDV,2006,98.0,99.0,99.0,Asia
Maldives,MDV,2014,99.0,99.0,99.0,Asia
Maldives,MDV,2016,98.0,98.0,99.0,Asia
Maldives,MDV,2017,94.50551,97.31116,99.67299,Asia
Maldives,MDV,2019,98.21186,98.62147,98.86908,Asia
Mali,MLI,1998,19.0,32.0,17.0,Africa
Mali,MLI,2003,24.0,,,
Mali,MLI,2006,26.0,47.0,31.0,Africa
Mali,MLI,2010,31.0,56.0,34.0,Africa
Mali,MLI,2011,31.0,56.0,30.0,Africa
Mali,MLI,2015,33.0,61.0,39.0,Africa
Mali,MLI,2018,35.0,58.0,43.0,Africa
Mali,MLI,2020,,44.16,60.92,Africa
Malta,MLT,1995,88.0,94.0,98.0,Europe
Malta,MLT,2005,92.0,97.0,99.0,Europe
Malta,MLT,2011,93.0,98.0,99.0,Europe
Marshall Islands,MHL,2011,98.0,98.0,99.0,Oceania
Mauritania,MRT,2000,51.0,68.0,55.0,Africa
Mauritania,MRT,2013,62.0,74.0,68.0,Africa
Mauritania,MRT,2015,65.11202,86.73236,75.69968,Africa
Mauritania,MRT,2020,59.52966,75.25897,66.98027,Africa
Mauritius,MUS,1990,80.0,91.0,92.0,Africa
Mauritius,MUS,2000,84.0,94.0,95.0,Africa
Mauritius,MUS,2011,89.0,98.0,99.0,Africa
Mauritius,MUS,2012,92.0,,,
Mauritius,MUS,2013,91.0,,,
Mauritius,MUS,2014,92.0,,,
Mauritius,MUS,2015,93.0,,,
Mauritius,MUS,2016,93.0,,,
Mexico,MEX,1990,88.0,96.0,95.0,North America
Mexico,MEX,2000,91.0,97.2,97.4,North America
Mexico,MEX,2002,90.0,97.8,97.2,North America
Mexico,MEX,2004,91.0,97.1,97.5,North America
Mexico,MEX,2005,92.0,98.0,98.0,North America
Mexico,MEX,2006,92.0,98.1,97.7,North America
Mexico,MEX,2007,93.0,98.0,98.0,North America
Mexico,MEX,2008,93.0,98.2,98.3,North America
Mexico,MEX,2009,93.0,99.0,98.0,North America
Mexico,MEX,2010,93.0,98.2,98.6,North America
Mexico,MEX,2011,94.0,98.0,99.0,North America
Mexico,MEX,2012,94.0,98.6,98.9,North America
Mexico,MEX,2013,94.0,99.0,99.0,North America
Mexico,MEX,2014,95.0,98.4,98.9,North America
Mexico,MEX,2015,94.0,99.0,99.0,North America
Mexico,MEX,2016,95.0,98.5,98.7,North America
Mexico,MEX,2017,95.0,99.0,99.0,North America
Mexico,MEX,2018,95.0,98.4,98.8,North America
Mexico,MEX,2020,95.0,98.8,99.1,North America
Mexico,MEX,2022,,98.7,99.2,North America
Middle East and North Africa (WB),,1990,58.23571,85.08913,68.98918,
Middle East and North Africa (WB),,1991,59.42651,86.2941,70.65865,
Middle East and North Africa (WB),,1992,60.52205,86.98366,72.12407,
Middle East and North Africa (WB),,1993,61.38714,87.18237,71.6707,
Middle East and North Africa (WB),,1994,62.34871,87.6795,72.96099,
Middle East and North Africa (WB),,1995,63.82514,88.37237,74.85748,
Middle East and North Africa (WB),,1996,64.96068,88.87634,76.20496,
Middle East and North Africa (WB),,1997,66.06362,89.3345,77.50701,
Middle East and North Africa (WB),,1998,67.26733,89.66076,78.6955,
Middle East and North Africa (WB),,1999,68.36744,90.00801,79.90238,
Middle East and North Africa (WB),,2000,69.40159,90.32751,80.99898,
Middle East and North Africa (WB),,2001,70.53242,90.79612,82.14067,
Middle East and North Africa (WB),,2002,71.56456,91.14309,83.16963,
Middle East and North Africa (WB),,2003,74.12706,92.80639,83.72966,
Middle East and North Africa (WB),,2004,74.96323,93.05454,84.65085,
Middle East and North Africa (WB),,2005,75.57109,93.20441,85.25057,
Middle East and North Africa (WB),,2006,74.59212,92.64047,86.09961,
Middle East and North Africa (WB),,2007,75.36998,93.14143,86.97756,
Middle East and North Africa (WB),,2008,77.08521,93.9046,88.15434,
Middle East and North Africa (WB),,2009,76.01827,91.90152,85.37437,
Middle East and North Africa (WB),,2010,76.60938,92.09109,85.75135,
Middle East and North Africa (WB),,2011,77.32386,92.40269,85.80755,
Middle East and North Africa (WB),,2012,77.99774,92.95354,86.87201,
Middle East and North Africa (WB),,2013,78.60817,93.12824,87.79656,
Middle East and North Africa (WB),,2014,78.98551,93.1035,88.02022,
Middle East and North Africa (WB),,2015,79.63974,93.10533,88.29764,
Middle East and North Africa (WB),,2016,78.47635,91.75193,86.80402,
Middle East and North Africa (WB),,2017,78.92874,91.8816,87.18054,
Middle East and North Africa (WB),,2018,79.25672,91.98373,87.47592,
Middle East and North Africa (WB),,2019,79.55386,92.13213,87.80644,
Middle East and North Africa (WB),,2020,79.89577,92.31631,88.12337,
Middle East and North Africa (WB),,2021,80.30119,92.55002,88.45477,
Middle East and North Africa (WB),,2022,80.6111,92.67047,88.69928,
Middle East and North Africa (WB),,2023,80.94914,92.76265,88.89105,
Middle-income countries,,1990,70.69976,86.49629,77.18838,
Middle-income countries,,1991,71.22915,86.7337,77.76612,
Middle-income countries,,1992,71.83592,87.15431,78.27636,
Middle-income countries,,1993,72.41556,87.55365,78.67757,
Middle-income countries,,1994,72.96025,87.75785,79.23101,
Middle-income countries,,1995,73.51708,87.93865,79.80355,
Middle-income countries,,1996,74.0451,88.12213,80.34395,
Middle-income countries,,1997,76.71142,88.77795,81.90885,
Middle-income countries,,1998,78.29854,90.0512,82.65903,
Middle-income countries,,1999,78.73321,90.28239,83.27791,
Middle-income countries,,2000,78.97723,90.33717,83.34249,
Middle-income countries,,2001,79.38092,90.51095,83.98695,
Middle-income countries,,2002,79.81483,90.74979,84.67358,
Middle-income countries,,2003,80.44843,91.35642,85.30474,
Middle-income countries,,2004,80.87951,91.55407,85.99099,
Middle-income countries,,2005,80.87994,92.06743,86.04476,
Middle-income countries,,2006,80.98057,91.59686,86.39862,
Middle-income countries,,2007,81.68252,91.74972,86.94045,
Middle-income countries,,2008,82.1301,92.10284,87.56419,
Middle-income countries,,2009,82.41629,92.06343,87.81871,
Middle-income countries,,2010,83.27524,92.6045,88.37341,
Middle-income countries,,2011,83.41603,92.54603,88.65865,
Middle-income countries,,2012,83.67213,92.80064,89.15755,
Middle-income countries,,2013,84.04509,93.1949,89.80436,
Middle-income countries,,2014,84.49078,93.34903,90.32415,
Middle-income countries,,2015,84.97399,93.55546,90.80292,
Middle-income countries,,2016,85.37055,93.68402,91.14309,
Middle-income countries,,2017,85.5536,93.79107,91.32096,
Middle-income countries,,2018,85.94582,93.95203,91.5865,
Middle-income countries,,2019,86.11558,95.14548,92.6448,
Middle-income countries,,2020,86.40705,95.25028,92.89353,
Middle-income countries,,2021,86.65189,95.33419,93.1186,
Middle-income countries,,2022,86.95844,95.42441,93.37184,
Middle-income countries,,2023,87.22839,95.49074,93.56737,
Moldova,MDA,2000,97.0,99.0,100.0,Europe
Moldova,MDA,2005,,99.87,99.95,Europe
Moldova,MDA,2012,,100.0,99.84,Europe
Moldova,MDA,2014,99.0,100.0,100.0,Europe
Mongolia,MNG,2000,98.0,97.0,98.0,Asia
Mongolia,MNG,2010,98.0,98.0,99.0,Asia
Mongolia,MNG,2018,96.89635,99.6363,99.42351,Asia
Mongolia,MNG,2020,99.0,99.0,99.0,Asia
Mongolia,MNG,2022,98.72622,99.61688,99.77098,Asia
Montenegro,MNE,1991,93.0,99.0,99.0,Europe
Montenegro,MNE,2003,98.0,99.0,99.0,Europe
Montenegro,MNE,2011,98.0,99.0,99.0,Europe
Montenegro,MNE,2018,98.5344,96.23099,98.95459,Europe
